Fri Aug 30 12:05:21 2013, nan, 3090.0, 3482.0, 5.0
Fri Aug 30 12:07:35 2013, nan, 3091.0, 3483.0, 5.0
Fri Aug 30 12:09:30 2013, nan, 3088.0, 3481.0, 5.0
Fri Aug 30 12:09:49 2013, nan, 3089.0, 3482.0, 5.0
Fri Aug 30 12:24:39 2013, nan, 3089.0, 3483.0, 5.0
Fri Aug 30 12:24:54 2013, nan, 3088.0, 3482.0, 5.0
Mon Oct 28 16:52:26 2013, 0.199763323303, 2099.0, 2253.0, 5.0
